density,time
0.05263157894736842,0.0008730439999999999
0.05789473684210526,0.000907112
0.06315789473684211,0.000893723
0.06842105263157895,0.0009140770000000002
0.07368421052631578,0.0008815720000000003
0.07894736842105263,0.0008739319999999999
0.08421052631578947,0.0008697710000000001
0.08947368421052632,0.0008711639999999994
0.09473684210526316,0.0008747850000000001
0.1,0.0008713700000000007
0.10526315789473684,0.0008704789999999995
0.11052631578947368,0.0008769530000000003
0.11578947368421053,0.0008833439999999992
0.12105263157894737,0.0008916140000000005
0.12631578947368421,0.000883170999999999
0.13157894736842105,0.0008775990000000001
0.1368421052631579,0.000889679000000001
0.14210526315789473,0.0008879839999999994
0.14736842105263157,0.0008774759999999996
0.15263157894736842,0.0008778660000000009
0.15789473684210525,0.0008831400000000009
0.1631578947368421,0.0008740719999999982
0.16842105263157894,0.0008776560000000017
0.1736842105263158,0.000876223999999997
0.17894736842105263,0.0008778500000000023
0.18421052631578946,0.0008763289999999984
0.18947368421052632,0.0008711110000000026
0.19473684210526315,0.0008833019999999969
0.2,0.0008902110000000008
0.20526315789473684,0.000882638
0.21052631578947367,0.000876142999999999
0.21578947368421053,0.0008791230000000035
0.22105263157894736,0.0008744629999999986
0.22631578947368422,0.0009101800000000005
0.23157894736842105,0.0009651549999999993
0.23684210526315788,0.0010266669999999998
0.24210526315789474,0.001023916
0.24736842105263157,0.0009607689999999991
0.25263157894736843,0.0009263389999999987
0.2578947368421053,0.000957104000000001
0.2631578947368421,0.000867440000000002
0.26842105263157895,0.0008658310000000001
0.2736842105263158,0.0008936020000000014
0.2789473684210526,0.0008806000000000011
0.28421052631578947,0.0008840299999999956
0.2894736842105263,0.0008648540000000012
0.29473684210526313,0.0008654920000000033
0.3,0.0008628
0.30526315789473685,0.0008674329999999983
0.3105263157894737,0.0008661249999999967
0.3157894736842105,0.0008704390000000046
0.32105263157894737,0.0008654589999999942
0.3263157894736842,0.0008675250000000005
0.33157894736842103,0.0008849250000000027
0.3368421052631579,0.0009123859999999979
0.34210526315789475,0.0009145960000000031
0.3473684210526316,0.000893929
0.3526315789473684,0.000908920000000002
0.35789473684210527,0.0008931209999999936
0.3631578947368421,0.0008930850000000063
0.3684210526315789,0.0008888159999999985
0.3736842105263158,0.0008818709999999967
0.37894736842105264,0.0008789520000000053
0.38421052631578945,0.0008890319999999932
0.3894736842105263,0.0008924300000000045
0.39473684210526316,0.0008869299999999995
0.4,0.0008747520000000009
0.4052631578947368,0.0008730970000000014
0.4105263157894737,0.0008908749999999941
0.41578947368421054,0.0008768230000000017
0.42105263157894735,0.0008799729999999997
0.4263157894736842,0.0008842710000000054
0.43157894736842106,0.0009045199999999909
0.4368421052631579,0.0008975220000000092
0.4421052631578947,0.0009019880000000029
0.4473684210526316,0.0008969299999999976
0.45263157894736844,0.0009043679999999909
0.45789473684210524,0.0008999009999999998
0.4631578947368421,0.0008864970000000056
0.46842105263157896,0.0009022329999999955
0.47368421052631576,0.0009067320000000052
0.4789473684210526,0.0008896709999999928
0.4842105263157895,0.0008859350000000035
0.48947368421052634,0.0008838379999999973
0.49473684210526314,0.0008832870000000099
0.5,0.0008780629999999974
0.5052631578947369,0.0008783499999999975
0.5105263157894737,0.0008871039999999937
0.5157894736842106,0.0008980790000000098
0.5210526315789473,0.0008841869999999972
0.5263157894736842,0.0009006920000000065
0.531578947368421,0.000905077999999989
0.5368421052631579,0.0008871419999999972
0.5421052631578948,0.0008748390000000085
0.5473684210526316,0.000884451999999996
0.5526315789473685,0.0009070219999999978
0.5578947368421052,0.0008870679999999993
0.5631578947368421,0.000882002
0.5684210526315789,0.0008740340000000089
0.5736842105263158,0.0008734740000000017
0.5789473684210527,0.0009056789999999921
0.5842105263157895,0.0009069929999999999
0.5894736842105263,0.0009066430000000025
0.5947368421052631,0.0008899069999999938
0.6,0.0009063210000000055
0.6052631578947368,0.0008790539999999964
0.6105263157894737,0.0008866950000000031
0.6157894736842106,0.0008900220000000018
0.6210526315789474,0.0008758820000000043
0.6263157894736842,0.0008795949999999948
0.631578947368421,0.0008795400000000058
0.6368421052631579,0.0008721249999999969
0.6421052631578947,0.0008723849999999942
0.6473684210526316,0.0008863819999999975
0.6526315789473685,0.0008967770000000002
0.6578947368421053,0.0008870780000000025
0.6631578947368421,0.0008757300000000044
0.6684210526315789,0.0008776060000000001
0.6736842105263158,0.0008651239999999945
0.6789473684210526,0.0008844660000000033
0.6842105263157895,0.0009085469999999987
0.6894736842105263,0.0008992230000000063
0.6947368421052632,0.0009000669999999929
0.7,0.0008921160000000015
0.7052631578947368,0.0008816640000000006
0.7105263157894737,0.0008735860000000031
0.7157894736842105,0.0009027700000000038
0.7210526315789474,0.0009084730000000008
