iteration,time_1,time_2,time_3
0,0.16919594,0.18329381999999897,0.17213325000000168
1,0.16759960000000004,0.18132843000000093,0.17581705999999941
2,0.16767235,0.16779845000000024,0.16707632000000103
3,0.16503621000000002,0.16790393999999878,0.17176946000000043
4,0.16610913999999993,0.17166067000000113,0.16983938999999737
5,0.16558739000000003,0.17006523000000015,0.16646033000000443
6,0.16586941999999993,0.168282549999999,0.16799266999999873
7,0.16614207000000009,0.17492285000000038,0.17623031999999966
8,0.16686318999999997,0.1752848300000005,0.16841851000000133
9,0.1660009500000001,0.17688985999999887,0.17033076999999594
10,0.16582681999999976,0.1658994900000016,0.17738188000000263
11,0.16659429000000017,0.17154181999999993,0.1745627999999988
12,0.16559270999999995,0.1740676099999996,0.17078644000000168
13,0.16686489999999993,0.18152158999999984,0.17592223999999987
14,0.16779056999999994,0.1764508099999989,0.17011187999999947
15,0.16693955000000016,0.1714457900000002,0.16981080999999904
16,0.16605482999999993,0.16547679000000015,0.1685709399999996
17,0.16787869,0.16613587000000052,0.16916121000000203
18,0.17450851999999997,0.1733427000000006,0.1698080499999969
19,0.1759844300000003,0.1678730500000006,0.1692205899999999
20,0.18037981000000003,0.1708526299999994,0.1650855300000012
21,0.1650700499999999,0.1781182499999977,0.16816244000000097
22,0.16375314000000002,0.16646694000000026,0.16787918999999873
23,0.16572167999999976,0.16873823000000357,0.16959752000000208
24,0.1649485199999998,0.1752747599999975,0.16499303000000054
25,0.16471734000000027,0.17929818999999952,0.17202734999999847
26,0.1637773599999997,0.17474533000000064,0.17164350999999897
27,0.16413066000000015,0.17539098000000194,0.16769518999999947
28,0.16537667,0.17812136999999895,0.1696398100000033
29,0.16514860999999997,0.16939859999999954,0.1747508199999993
30,0.16850025999999957,0.17279793000000154,0.1708376899999985
31,0.1663208200000008,0.17357418000000052,0.1689943200000016
32,0.16469290999999997,0.1714785299999994,0.166573599999997
33,0.17838756999999986,0.175372669999997,0.16498729000000367
34,0.17616860999999973,0.1799879800000008,0.17054639999999835
35,0.17696589000000018,0.17789166000000023,0.16670795999999882
36,0.16378107,0.1798437100000001,0.16538808000000244
37,0.16518005000000016,0.1784598700000015,0.16543635999999878
38,0.16676603,0.1725503099999969,0.16787946000000376
39,0.16555574999999975,0.17390941000000112,0.16658840999999483
40,0.1652240800000004,0.17560359999999947,0.16516845000000102
41,0.17690182999999934,0.17972278000000189,0.16737087000000428
42,0.18020668,0.17037330000000112,0.1690174499999921
43,0.1766323399999999,0.175460479999997,0.1680264100000022
44,0.17074208999999996,0.17089762000000064,0.1706726500000059
45,0.16539513000000056,0.1709796600000027,0.16918745999999374
46,0.16722998999999958,0.16549385999999686,0.17919144999999845
47,0.16862696000000027,0.17404473000000054,0.16826905000000805
48,0.17967852999999992,0.179103869999999,0.1711272999999983
49,0.16924781000000053,0.1754421100000036,0.17049903000000086
50,0.17231224999999994,0.17491229999999633,0.17061949999999343
51,0.1789552900000001,0.16984865000000354,0.1694703500000014
52,0.17569592999999942,0.1675652799999989,0.16797115000000304
53,0.17300556000000028,0.17130728999999975,0.16585297999999965
54,0.17729042999999933,0.16708000000000084,0.16651380000000246
55,0.16936357000000044,0.17238096000000042,0.16631225000000086
56,0.16904308000000015,0.1709432399999969,0.17659069999999702
57,0.1716705300000001,0.17458650999999917,0.17073865999999727
58,0.16976602999999954,0.17327409000000443,0.16968714999999976
59,0.17288760000000025,0.17909943999999997,0.17277380000000447
60,0.1748406299999999,0.1840977299999986,0.17523730999999315
61,0.16947707000000037,0.1758275300000014,0.17539301000000707
62,0.1681018599999993,0.1744329599999992,0.16869846999999935
63,0.16868903000000046,0.17059754999999768,0.1698392799999965
64,0.16226462999999966,0.1651470500000005,0.17007147000000258
65,0.16534928000000038,0.1664758699999993,0.1699305600000025
66,0.17049471999999924,0.16492490999999973,0.1700799899999947
67,0.16423873000000186,0.1661674200000016,0.17057020000000192
68,0.17216514999999843,0.16837173999999777,0.17225867999999536
69,0.1693118000000004,0.17325244000000112,0.17221323000000666
70,0.16785990999999967,0.18084206999999877,0.16943891999999322
71,0.17396874000000026,0.17973651000000246,0.17002950000000056
72,0.17047207999999955,0.18424259999999776,0.17067049000000226
73,0.16614358000000037,0.17753114000000095,0.17120324999999867
74,0.16271265999999968,0.17240199000000303,0.16835230000000592
75,0.1676791000000003,0.176974009999999,0.16713866000000052
76,0.1700827400000003,0.17932692999999744,0.1710857599999963
77,0.1738361800000007,0.17912271000000146,0.17265048000000205
78,0.1695851299999981,0.17463974000000235,0.17059079999999993
79,0.16968037000000094,0.1716040499999963,0.17071702000000186
80,0.17236308000000009,0.17653277000000345,0.17392815999999583
81,0.17999252999999954,0.17908617999999932,0.17397265999999945
82,0.17454367000000048,0.17263215999999829,0.1699945099999968
83,0.1814087399999994,0.1737486600000011,0.1683065700000043
84,0.16919831000000157,0.17464834999999768,0.169672129999999
85,0.170376339999998,0.17172421000000213,0.1658719199999996
86,0.17066568000000187,0.16994857000000138,0.16693425999999817
87,0.17218455999999832,0.1751178600000003,0.16877895000000534
88,0.16963706,0.17693208999999568,0.16949619999999413
89,0.16891127000000097,0.18173357000000123,0.1684378100000049
90,0.16941861000000016,0.17505275999999867,0.16839146999999685
91,0.1691572700000006,0.1776845200000025,0.1700536800000009
92,0.17294922999999926,0.1766017499999998,0.16383638999999675
93,0.17807156999999962,0.1691143000000011,0.16401190000000498
94,0.16858482000000094,0.1741061300000001,0.16371807999999874
95,0.1640570200000002,0.17026926000000003,0.16712247000000388
96,0.1710090799999989,0.17335562999999637,0.16844299999999748
97,0.16801901999999927,0.1729443900000024,0.17696831000000202
98,0.1799430500000017,0.1762475600000016,0.1683161999999993
99,0.16958867999999938,0.17085304999999607,0.16619902999999794
